gender,age_range,city_name,state_name,country_name,user_count,subject,description,link,image_link,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10
male,25-34,San Diego,California,United States,1,Ans Dry Cleaning- Normal Heights,"No its not actually a dry cleaning spot!\nThey offer delicious, unique gelato flavors\nVery innovative ",https://adcgelato.com/,https://koa.com/blog/images/ans-dry-cleaning.jpg?preset=blogPhoto,unique,normalheights,icecream,gelato,desserts,dessert,,,,
female,25-34,West Roxbury,Massachusetts,United States,1,Five Best Campus Crime Novels,Just what it says -- my favorite campus crime novels,https://www.thefictionaddiction.com/five-best-campus-crime-novels/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/597666fd-412c-4e27-86a7-00993fd4a0eb_1630475078566_72566af7_d9ff_4fb9_ae99_4d52f384bd62.jpg,the silent world of nicholas quinn,the secret history,the case of the gilded fly,suspense,last seen wearing,gaudy night,fiction,donna tartt,crime,
male,18-24,San Diego,California,United States,2,Trilogy Sanctuary | Vegan Restaurant San Diego,,https://www.trilogysanctuary.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/511f6cd5-aa6b-4096-a0e8-2d9f542c857e_1630474924318_5cf23230_2bdb_492d_8acd_8c54e4d80113.jpg,Vegan,restaurant,Food,Yoga,Trendy,San Diego,Rooftop restaurant,La jolla,Healthy,Dinner
male,25-34,San Diego,California,United States,1,Those Were The Days (feat. Jared Lee) - Midnight Kids,"Just some feel-good, upbeat EDM for your daily listening",https://open.spotify.com/track/0n3G0FcRQRGMAqy0w01Ts3,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7e985b36-835d-4d29-901e-ec695aa214af_1630475806196_e271834b_bed1_4164_83b7_fecef6ba9304.jpg,summer jams,party music,nostalgic,edm,Were,upbeat,Those,summer jam,Reminiscent,poppy
female,18-24,Los Angeles,California,United States,1,NEST New York,Best candles of all time. The burn of these candles last weeks and the scents are just pure gold. The holiday scents are amazing.,https://www.nestnewyork.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/f7f995dd-50f2-419f-a220-6b026b087985_1630478157099_1f65eab6_ecbe_45ab_b0f8_3afbb71e3358.jpg,Wick candle,smells good,must have,home fragrances,great smelling,gifts,candles,Candle,scents,Scented
male,25-34,San Diego,California,United States,1,Ankle Weight Butt Workout ,"With or without ankle weights, this creates a nice booty burn. Supplement after a run or with some yoga ",https://thelivefitgirls.com/ankle-weight-butt-workout/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/918600ae-c16b-4f2c-9861-da61e8c9c494_1630476173138_aff99074_d15f_44d0_bdf2_d59ce774c718.jpg,workout,women,indoor workout,easy workout,butt,booty,at home workout,ankle weight,,
male,25-34,Lahore,Punjab,Pakistan,1,Industry Movie | HBO,"It depicts the dog-eat-dog atmosphere present in the corporate setting in a fun, compelling and educative way ",https://youtu.be/PbM84z4XYgc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/adfc0751-31c4-4b62-98e1-81b0e810e123_1630476740690_692c394c_f9b9_4834_9e68_e78ee2248e58.jpg,series,Financial,industry,Business/Economics,,,,,,
male,18-24,San Diego,California,United States,1,Andre Drummond steals and finishes!!!,Okay... Where did this come from,https://youtu.be/7n2X4jos558,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/83d14461-2e99-4d58-b78d-f73d6f026056_1630475920672_730928e4_0608_40d3_8cc1_d27f63c6c8a2.jpg,steals,Pistons,NBA,finishes,Drummond,basketball,Andre,,,
male,25-34,San Diego,California,United States,1,Houseparty on the App Store,"FaceTime + groups = Houseparty! App continues to grow in popularity, worth checking out!",https://itunes.apple.com/us/app/houseparty/id1065781769?mt=8,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1e92e8b3-c209-49ed-84f9-73dbf4598f0e_1630473934671_46072783_2dd2_4b9f_946b_2bd0a84fa1cf.jpg,Store,Social Networking,Photo & Video,itunes,itouch,ipod touch,iphone,ipad,ios apps,Houseparty
male,25-34,San Diego,California,United States,5,Boy Meets World (TV Series 1993–2000),A classic 90s comedy show about growing up.,http://www.imdb.com/title/tt0105958/?ref_=nv_sr_1,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7faabb03-762d-44ac-8c02-4b5aa3229a6f_1630475826162_e9548fb1_c685_488a_aa55_f3937dc8a123.jpg,world,tv,throwback,teens,teenagers,teenager,teen,shows,show,Series
female,25-34,Naperville,Illinois,United States,1,Lore Podcast,"Explore folklore from across the world in this podcast, examining the true stories behind some of the world's most notorious or little known superstitions. A great mix of history and creepiness, you'll be drawn in by the narrative and the amazing score. ",https://www.lorepodcast.com/,http://static1.squarespace.com/static/53bc57f0e4b00052ff4d7ccd/t/582efd6d8419c28d0b7c0618/1479474542994/lore-logo-light.png?format=1500w,Superstitions,Stories,Podcast,History,Global,Folklore,fiction,Crime,Creepy,Award-winning
male,25-34,San Diego,California,United States,4,Lionfish Restaurant San Diego | Modern Coastal Cuisine,,https://lionfishsd.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2ca14346-fc24-42bf-a110-fca11c28cfa5_1630474219146_632e915d_15c1_4106_852e_741b1ad22b08.jpg,Coastal,Restaurant,Modern,date,San,restaurants,night,Lionfish,ideas,idea
male,25-34,San Diego,California,United States,2,J. Cole - False Prophets,,https://www.youtube.com/watch?v=wvFDXV0VBg4,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ffa6fa17-dd91-4376-8874-8d9bec09164e_1630478312705_e8dca97a_95a3_4b7f_a727_382e8feb4334.jpg,Prophets,j. cole,J,false prophets,FALSE,eyez,dreamville,coleworld,Cole,4 your eyez only
female,18-24,Long Beach,California,United States,1,THAT KIND - Lights Go Down,,https://www.youtube.com/watch?v=9wUs18Z_RUI&ab_channel=Selected.,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/f8c2da24-db85-4e80-a7a3-d7fb586f4a24_1630478172871_f223443e_a8dc_47d3_869a_8017dd01ab7f.gif,Vibey,vibe,selected,Saucy,rhythm,music,house,good vibe,Fuego,feel good
female,25-34,San Diego,California,United States,1,All Time Low: Good Times [OFFICIAL VIDEO],,https://www.youtube.com/watch?v=PCg_anj5kWc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/64dd8928-ba16-4029-9f37-08dde9a08462_1630475294833_7b304895_0bae_449b_b8c3_6d2d0486957b.jpg,rock,punk,alternative,wont forget the good times,white boy music,VIDEO,Times,Time,songs,song
male,25-34,San Diego,California,United States,3,The Shape of Water (2017),,http://www.imdb.com/title/tt5580390/?ref_=nv_sr_1,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c7659520-9f53-4c1e-8c08-d3a1ef39d45b_1630477243166_9bbf3655_ffc1_49b0_9fc1_e59a7bb41a82.jpg,weird,Water,unique,wild,Shape,scifi,sci-fi,sci fi,sci,powerful
male,25-34,San Diego,California,United States,2,Subtact & Jay Rodger - Burden,Sad song :( maybe about cheating idk if anyone figures it out lmk lol,https://soundcloud.com/subtact/subtact-jay-rodger-burden,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7e369d4e-58bb-4da7-9a48-20e49bb6c71f_1630475796647_8e92e2f4_f294_421d_a516_5b5e147e7c14.jpg,Sad music,Emotional,Sad lyrics,Sad,Reflective,Quiet,Cheating songs,break up,tracks,Subtact
male,25-34,San Diego,California,United States,2,The Healing Horse ,An amazing short video about an incredible horse that visits sick and dying patients.,https://www.facebook.com/332223030178743/posts/2036334446434251?sfns=mo,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ae600f43-870a-4651-8a0c-21df101b91ce_1630476747734_0de630ce_fd7c_42d8_bf6a_10898696afaa.jpg,Therapy,Feel good,Videos that will make you cry,Powerful,Heartwarming,Feel good story,Cute,The healing horse,Short videos,Short video
female,18-24,San Diego,California,United States,1,Eliminate - Goodbye,,https://www.youtube.com/watch?v=8tpsjgc_USM,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/aaa57ca3-7923-4004-9ad3-65f338803805_1630476665696_dd78bfed_cc83_4a35_96d2_1bb72b91e7d1.jpg,song,MUSIC,EDM,youtube,upbeat,Steve Aoki,songs,pop,party,new
male,25-34,San Diego,California,United States,2,Maren Morris - The Bones (Lyric Video),This has me all in my feels,https://youtu.be/oODllqrxrLQ,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/eaee4a96-e26f-4c90-930f-72e5e712fc58_1630477921192_c7dc0ad6_a948_4306_b920_d253e614b5b7.jpg,Female vocals,Beautiful,the feels,Slow,Feels,Country,Video,to hell and back,new music,Morris
male,25-34,San Diego,California,United States,1,Sugarfina | A Luxury Candy Store,another cute option for Valentine’s Day ,https://www.sugarfina.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/34f61aa5-ee60-49b4-8d76-aa552edf4f82_1630474379777_5ae96554_566a_40b0_8bb9_59dab02ce728.jpg,Sugarfina,Candy,Valentines day,Unique,Trendy,Sweets,Store,Luxury,Holidays,Festive
male,18-24,San Diego,California,United States,1,World War Z - Official Trailer,One of the best zombie movies ever made,https://youtu.be/Md6Dvxdr0AQ,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8503bd3c-4823-4220-b9da-ed719be913b8_1630475944268_f4c870ca_738a_425b_a745_773c351c32f8.gif,Movie,zombie,intense,dramatic,Brad Pitt,apocalypse,adventure,action,end of world,apocalyptic
male,25-34,San Diego,California,United States,1,The Witcher | Netflix Official Site,Love the story and world building here. Very GoT-like.,https://www.netflix.com/title/80189685,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fb3fef92-4b71-4ee7-9402-63d9a2bf9384_1630478223594_f502db71_f90c_4106_abea_13c208ae69fc.jpg,story building,monsters,medieval,magic,good story,fantasy,action,world building,wizards,suspenseful
male,18-24,San Diego,California,United States,1,Step Brothers (2008),,http://www.imdb.com/title/tt0838283/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d342fa17-2a4e-42b0-891e-4a821ccc72c2_1630477463175_44e3ffce_ddfe_4372_b9b0_87a01b0223a4.jpg,stupid,Step,Movie,Hilarious,funny,Brothers,2008,,,
female,18-24,Jamaica Plain,Massachusetts,United States,1,Scott Pilgrim vs. the World (2010) - IMDb,"This movie is great to watch with friends, family, or by yourself. Funny, entertaining, and full of action!",https://www.imdb.com/title/tt0446029/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7e5b869f-207d-4b31-9563-e0b436e9fc56_1630475799160_9fde2672_925a_48e3_b583_7178cb26a65d.jpg,movie,michael cera,funny,entertaining,comedy,action,,,,
female,18-24,Jamaica Plain,Massachusetts,United States,1,Awesome products designed by independent artists | RedbubbleRedbubble logo,I get all my stickers from here! There are thousands of designs to choose from and are really good quality,https://www.redbubble.com,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d658523e-9ae8-4336-aad0-aa14942d0ef9_1630477519245_376d7b09_53bb_4951_8be2_d4ecd27169d0.jpg,sticker,shopping,cute,creator,awesome,,,,,
male,25-34,San Diego,California,United States,4,Jean-Michel Basquiat | Artnet,He brought graffiti from the streets to the art gallery,http://www.artnet.com/artists/jean-michel-basquiat/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/df4b0a39-cb8a-4531-8118-f3fd6d00fe96_1630477695303_cb41e8a8_c948_45cb_8157_5aaba1e92113.jpg,unique,experimental,different,art,thought provoking,intriguing,trailblazer,moving,black,Jean-Michel Basquiat galleries
male,25-34,San Diego,California,United States,1,Healthy Dough Bites - No Eggs or Sugar! ,Had no idea this was a thing .... very excited to try ,https://amyshealthybaking.com/blog/2017/10/01/practically-flourless-chocolate-chip-cookie-dough-bites/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/eb9780da-3b23-4254-8276-72d6193a8f9a_1630477933752_d25a96bc_fa33_4b7a_8538_feb6ee43ca6d.jpg,vegan,plant-based foods,Plant-based diet,plant-based,Healthy dessert,easy dessert,cookie dough,chocolate chips,baking with kids,baking shows
female,18-24,San Diego,California,United States,1,Buffalo London - Buffalo Classic Black Low-top Platform Sneakers | HBX,the chunk is in & this is the chunk,https://hbx.com/women/brands/buffalo-london/buffalo-classic-black-low-top-platform-sneakers,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/4de37f7d-a916-44a8-9278-ea766aecef86_1630474860648_f38c9aa7_b3f3_4d40_860b_4a7d9de706ab.jpg,trendy,expensive,cute,Classic,womens shoes,womens fashion,women's shoes,women's fashion,women's,women
male,25-34,San Diego,California,United States,2,Grand Canyon National Park,One of America's most beautiful national parks. A must-visit for outdoor lovers.,https://grandcanyon.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/a95ca178-91a7-40dc-a8b3-9506529c2e38_1630476637692_28a43d56_6982_4ddc_a7c5_2abc7dcd1e39.jpg,family,beautiful,visit,Vacation spots,vacation destinations,Vacation destination,vacation,us,trips,trip
male,18-24,San Diego,California,United States,1,Nocturnal Wonderland | SoCal,Great SoCal Music Festival in San Bernardino,https://www.nocturnalwonderland.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/a048eb87-a30a-4adb-ac6c-390110fa5347_1630476463173_ad48e9ec_eaf0_496b_b0ce_7d6613501619.jpg,Wonderland,SoCal,san bernardino,Nocturnal,music festivals in California,Music,Festival,Electronic,EDM,DoLab
male,25-34,San Diego,California,United States,1,How to breathe while running | Andrew Huberman and Lex Fridman,,https://youtu.be/msGKrclcsbc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ce4cd2d0-79a1-4768-9bc9-a5fdaf036e22_1630477375207_cf1fe922_53c6_4533_a945_7d649b827b2c.jpg,working out,technology,Sports,science,running,podcast,learning,interesting,intelligent,intelligence
male,18-24,Newport Beach,California,United States,1,Eveleigh - Restaurant in Los Angeles,"The Eveleigh is a rustic American and European restaurant set atop a beautiful Los Angeles skyline backdrop. Featuring a quiet front garden, full bar, and twinkling-light-adorned rear patio, this West Hollywood restaurant is a perfect escape from busy LA life.",http://www.theeveleigh.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/35728e33-dcef-4609-b102-671f140a324c_1630474386851_0aba55cc_2668_4759_af1f_722f4c2d3929.jpg,Food,date night,date,trendy,spot,special,romantic,restraint,restaurant,orchard
male,18-24,San Diego,California,United States,1,thankful - bbno$,"Interesting, refreshing, and tasteful. ",https://open.spotify.com/track/3Ctn2xJw2UVONr3FiG5fgy?si=ppTv-ztYTUuU5zdh76FVxw,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/706d79f8-cfa7-4d8a-b2dc-5c7c7f52b3fb_1630475525159_e8eb0d2c_6d3f_47e0_b512_82ff442cff5f.jpg,Weird,wavy,thankful,Tasteful,Songs,Song,Refreshing,Rap,Odd,Niche
male,25-34,San Diego,California,United States,1,Flooring Installation @ The Home Depot,"We always go through HD to get our floors done. They always do a great job, from start to finish. Streamlined process ",https://www.homedepot.com/services/c/flooring-installation/660eb1d19,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/42cc4bea-9f5c-4508-8f58-d0f47a2023cc_1630474656653_6d06cddb_844b_447a_ab08_386ad6876bf2.jpg,start to finish,services,remodeling,installation,home remodeling,home depot,hassle free,flooring,easy,tile
male,18-24,San Diego,California,United States,1,Whethan - Good Nights (feat. Mascolo),,https://www.youtube.com/watch?v=efm6v36B_eg,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2fac27e9-d3fb-4ba6-ad0d-416243f19054_1630474286250_6ddfc687_f86a_4cc2_bdcc_dbf536452b69.jpg,edm,Whethan Good Nights,Whethan - Good Nights (feat. Mascolo,Whethan,Proximity,party songs,party song,party jam,party,Nights
male,25-34,San Diego,California,United States,1,070 Shake - Don't Break The Silence (Official Audio),,https://www.youtube.com/watch?v=Lgg0KKXwQkQ,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0d8a1b0f-58d5-4583-8f16-97a446635d02_1630473609646_b62047c1_f847_421e_8e2e_7320e00c161b.jpg,weird,underrated,Songs,Song,sensational,sad,reflective,pretty,music,Meaningful
female,18-24,Paramus,New Jersey,United States,1,Food Fantasy - Apps on Google Play,Experience an epic fantasy battle while also relishing in the relaxing aspect of opening up your own personalized restaurant. Food fantasy is the perfect game for foodies and anime fans alike! ,https://play.google.com/store/apps/details?id=com.egg.foodandroid&hl=en_US&gl=US,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/79b50643-daa0-4a56-8eb7-c22d58279d9c_1630475709695_5cf00ac6_d763_439b_91e9_0ef2f6511192.jpg,restaurant,pretty aesthetics,mobile app,gacha,free to play,food,cooking game,battles,anime,
female,18-24,Santa Monica,California,United States,1,Market Provisions - $5 Bottomless Mimosas,Such a good brunch spot! Service is a bit iffy but $5 bottomless mimosas and some pretty bomb Eggs Benedict so can't beat that!,http://www.marketprovisionsla.com/home,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8632d8d9-da17-4789-bb78-2fb0b2f6635b_1630475965850_eaa2dd36_472c_4aea_a15e_12ac234fafe9.jpg,trendy,mimosa,hollywood,hip,casual,brunch,breakfast,Bottomless Mimosas Brunch Los Angeles Fa,spot,provisions
male,25-34,San Diego,California,United States,2,Goldman Sachs | The Rise of China's New Consumer Class,Interesting insights from the team at Goldman Sachs regarding the rise of China's middle-class. ,http://www.goldmansachs.com/our-thinking/macroeconomic-insights/growth-of-china/chinese-consumer/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d13b413d-476c-4df2-a962-38a166893d86_1630477428995_a40abdb1_4b4c_441f_817f_13bc5fdbcc40.jpg,working,urbanization,story,stocks,stock,stats,statistics,Sachs,Rise,population
male,18-24,San Diego,California,United States,1,Adidas | MEN'S ORIGINALS NMD_XR1 SHOES,Style x Comfort. These kicks do it all,http://www.adidas.com/us/nmd_xr1-shoes/BY1910.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/bfb4cb31-fd50-4926-a02f-9ca43c557ac8_1630477100611_dbe7eb73_abd1_4492_a2ec_ea284fbba8d9.jpg,trendy,comfortable,athletic,style,fashion,sneakers,running,mens,men,footwear
male,18-24,Nashville,Tennessee,United States,1,Gladiator (2000) - IMDb,One of the best movies ever with one of the best soundtracks,https://www.imdb.com/title/tt0172495/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1c127cb7-3a0d-433e-8794-0fb2b8be0c6a_1630473890185_34762455_0048_4698_8781_5ac1ff910e94.gif,war,sad,sacrifice,Russell Crowe,perseverance,moving,ancient rome,touching,movies about life,movies
male,25-34,San Diego,California,United States,4,The Subtle Art of Not Giving a F*ck by Mark Manson,"Unique read in the self-improvement genre. Takes a very different approach from many others I've read and really gets at the core of what is, and isn't, worth caring for in life",https://www.amazon.com/Subtle-Art-Not-Giving-Counterintuitive/dp/0062457713,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1ea5da49-669c-4c7d-836d-1055b611aa69_1630473936255_84a4061d_31bb_4030_82f1_c2af65b7746c.jpg,Counterintuitive,Books,Non-Fiction,Motivational & Inspirational,Inspirational,SELF-HELP / Personal Growth / Success,Self-Help,Self Help,Personal Guidance,Personal Growth - Happiness
male,25-34,San Diego,California,United States,1,David Guetta & Afrojack - Dirty Sexy Money feat. Charli XCX & French Montana (Lyric Video),,https://www.youtube.com/watch?v=kkdLiA9J6LQ,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c0765938-3556-46ce-8697-7c99c6643ef2_1630477118686_838ddeee_bcc6_4874_817e_638d3c0a3dde.jpg,XCX,Video,Sexy,Montana,Money,Lyric,Guetta,French,feat,Dirty
female,35-44,Hutchinson,Minnesota,United States,1,Fiverr - Freelance Services Marketplace for Businesses,Are you a writer who would like to start a career working from home? Are you in need of professional content from a freelance writer? Then Fiverr can help! ,https://www.fiverr.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7940b8ad-d09b-4c5b-9e46-918037f32cb1_1630475699703_fec50d55_5bb1_43a3_b38c_30dbafd4d3ba.png,writers,writer,talent,remote work,job,freelance,fiverr,,,
male,25-34,San Diego,California,United States,2,Pullin Up (feat. The Weeknd) by Meek Mill,This song just proves the fact that The Weeknd is indeed Mr. Steal Your Girl,https://itunes.apple.com/us/album/pullin-up-feat-the-weeknd/1011549230?i=1011549446,https://is2-ssl.mzstatic.com/image/thumb/Music1/v4/fb/8f/c9/fb8fc92e-f935-c4ef-5930-9ecff64ab019/075679923578.jpg/1200x630wp.png,Baby making music,Sex,songs,music,Hip-Hop/Rap,hip hop,Xo till the death,xo,Weeknd,The Weeknd features
male,18-24,Tucson,Arizona,United States,1,"John Denver - Take Me Home, Country Roads",Brings back old memories...,https://www.youtube.com/watch?v=1vrEljMfXYo,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c3ec2446-84ae-4d1e-9c4e-83284a8ab78b_1630477183196_3bb93da6_1e1a_4e56_b6f1_f6d77160a696.jpg,Country,John,Denver,thank god ima country boy,Take,Song,Roads,music,leaving on a jet plane,JohnDenverVevo
female,25-34,San Diego,California,United States,2,Manchester by the Sea (2016),"Warning: this movie is not for everyone. It's slow, and it's very sad (opposite of a Disney flick). But it's very powerful, and offers a raw look at the human spirit. One of my favorite movies of all time. Be prepared to cry. Stellar acting. I'd label it as mature and heartbreaking drama. ",http://www.imdb.com/title/tt4034228/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/284e0672-e0ff-4744-b07b-b07adf60419e_1630474122631_a8b4ef74_8707_4b56_b17a_6670579efb99.jpg,sad,drama,critically acclaimed,powerful,emotional,movie,independent,film,dramas,show
male,18-24,Atlanta,Georgia,United States,1,Gordon Ramsey's Cooking Lessons on YouTube,"If you're looking to take on cooking, or add new recipes to your repertoire, check out these videos! Gordon walks you through crafting a five-star meal in a matter of minutes. ",https://www.youtube.com/user/gordonramsay/playlists,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/08ab6654-3fa6-4056-82f7-fa5132e4d210_1630473516661_374a4979_a123_4b7f_939f_13f7cdbe99cb.jpg,youtube,recipes,gordon ramsey,food,cooking,cook,chef,,,
male,25-34,San Diego,California,United States,2,Searching for Sugar Man Official Trailer - Documentary,"This is one of the greatest documentaries ever made, and one of the most moving life stories ever told.",https://www.youtube.com/watch?v=QL5TffdOQ7g,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d17129cc-0249-4667-bd8f-1db51c4951c0_1630477431903_ceec2ab3_27bb_463c_a195_ab3350854c44.jpg,life story,moving,inspirational,documentary,beautiful,Sugar,self made,Searching for Sugar Man movie,Searching for Sugar Man HD,Searching
male,18-24,San Diego,California,United States,1,"NBA ""RARE"" Moves",Jason Williams was king. But heres a vid of some of the new boys getting it done too,https://youtu.be/evl_g3Z4nAI,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8ee9f3ee-041f-40dd-ad08-ff42dacffcc5_1630476129696_1b8e1a3b_5007_4054_8d5a_34a3bda7aa00.jpg,Basketball,Williams,Sports,RARE,NBA,Moves,Jason,highlights,,
female,18-24,Palmdale,California,United States,1,The Queen's Gambit | Netflix Official Site,Have to say this show is worth the hype. Great binge mini series for a weekend! ,https://www.netflix.com/title/80234304,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/af149a83-975b-48e2-b9ec-c43fdd684472_1630476759664_87952828_5495_49f0_8ba2_36c8f84d78f3.jpg,tv,suspenseful,stream tv,stream,story building,star studded cast,so good,slow burn,shows,show
female,18-24,Los Angeles,California,United States,1,Christmas Home Decor in a Small Space,Decor blog with lots of Christmas Inspiration! Great for tips on how to style a smaller apartment ,https://nestingwithgrace.com/christmas-home-decor-in-our-small-space-holiday-housewalk-2019/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/51956874-1d84-461a-8f80-f669e91f6250_1630474931328_03defd8a_608c_417d_83bc_babdf690b70e.jpg,wreath,winter,wall art,mantel,interior design,inspo,Home Decor,home,Furnishings,fall
male,18-24,San Diego,California,United States,1,Tiger!Tiger!,Go-to casual bar and eatery. Surprisingly great food. Solid drinks too. Great hangout spot. ,http://tigertigertavern.blogspot.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/53d86d83-76ae-499e-b5c4-8ac34facfef2_1630474970173_800c7efc_0612_46b4_a23e_2324f55151e5.jpg,Tiger!Tiger,san diego nightlife,san diego,restaurants,restaurant,nightlife,hangout spot,hangout,guys spot,guys night
female,18-24,San Diego,California,United States,1,"YUNGBLUD, Halsey - 11 Minutes (Audio) ft. Travis Barker",,https://www.youtube.com/watch?v=a1RMiMLDsvQ,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/70e3da67-b2eb-4395-a7fa-44e81df34c4a_1630475536177_c9ecce25_4591_4c46_ba8a_2e7a392e8f97.jpg,Halsey,Chill edm,Music,Fresh,Edm,YUNGBLUD,Travis,Songs,Song,Records
male,25-34,San Diego,California,United States,1,"San Diego Botanic Garden - Located North of San Diego in Encinitas, California",A beautiful botanic garden located in North San Diego. ,http://www.sdbgarden.org/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fc665b75-746f-407f-961c-9821e8072a5a_1630478247828_a1019bd8_5fce_457f_9935_c764f9d78fb3.jpg,things,see,San,places,outside,outdoors,outdoor,North,Located,gorgeous
non-binary,25-34,Baltimore,Maryland,United States,1,"Forest of a Thousand Lanterns (Rise of the Empress, #1)",This debut novel is an East Asian-inspired retelling of the story of the wicked stepmother of Snow White and her rise to power.,https://www.goodreads.com/book/show/33958230-forest-of-a-thousand-lanterns,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/4c69f1bb-8565-4c5f-a7a7-027873996ef2_1630474836695_dded6b12_e3f4_4be2_9423_027111fd89d2.jpg,retelling,fantasy,books,book,,,,,,
male,18-24,San Diego,California,United States,3,Cosmos & Creature - I Am Free,Very chill edm vibe ,https://www.youtube.com/watch?v=KLLjxLyNO8U,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/68ee6355-9b07-43cd-80f8-38e964fd0ac9_1630475376709_0d090f0f_cb5c_463e_a473_5a2628d37bfc.jpg,Indie,Happy,Beach,Tropical House,New Music,Melodic House,Laidback,Chill,dance music,tropical
male,25-34,San Diego,California,United States,1,Edward Norton Rant 25th Hour,This rant from the movie 25th hour is intense and without borders. A must-watch with a shock ending. Better if seen with movie.,https://www.youtube.com/watch?v=TgL_5QcZCMo,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/43fdda71-d8b2-4f97-b6f2-7b11238cc0ee_1630474680167_9f2cb519_08af_48d4_aa4a_5923983a795b.jpg,intense,York,wild,thoughtful,Spike Lee,Spike,reflective,Rant,Ran,Philip Seymour Hoffman (Theater Actor
female,18-24,Los Angeles,California,United States,1,Sea Salt & Honeycomb Toffee Frozen Custard - Tillamook,Do yourself a favor and get this frozen custard if you come across it at a grocery store. It’s ice cream but better with a fluffier texture and all the right flavors. ,https://www.tillamook.com/products/ice-cream/sea-salt-honeycomb-toffee-frozen-custard,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/aa5e1697-ef48-4c19-9b67-3ce4a5813e15_1630476657505_01e1a3ec_8588_4ecf_946d_9fca9ef7e66a.jpg,Sweets,quick bite,ice cream,underrated,toffee,tillamook,Dessert,custard,caramel,
female,18-24,San Diego,California,United States,1,Fade Away (Lyric Video) - Rebelution - YouTube,,https://www.youtube.com/watch?v=kxLivJwk2OU,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/76c98154-cc81-4d2c-afb3-88e38fe6de9b_1630475654186_8a059a87_5456_4ddc_b82f_34998dddd4a2.jpg,summer,modern reggae,hippie,beachy,relaxing,guitar,beach,summer songs,slow,rebultion
